eventId,dayOfYear,year,latitude,longitude,genus,specificEpithet,scientificName,lower_count,upper_count,lower_percent,upper_percent,source,subSource,adjustedNcepReanalysisMonthlyMeanTemp,plantStructurePresenceTypes
http://n2t.net/ark:/21547/Amg25762420,149,2015,41.8201,-69.9658,Acer,rubrum,Acer rubrum,,,51.0,100.0,NPN,Nature's Notebook,15.1,obo:PPO_0002316|obo:PPO_0002318|obo:PPO_0002313|obo:PPO_0002320|obo:PPO_0002017|obo:PPO_0002018|obo:PPO_0002022|obo:PPO_0002024|obo:PPO_0002322|obo:PPO_0002312|obo:PPO_0002014|obo:PPO_0002315|obo:PPO_0002000|obo:PPO_0002020|obo:PPO_0002015
